Sentiment	SentimentText
1	me without you ha brace truth that' refresh after phoni female-bond pictur like divin secret ya-ya sisterhood 
-1	who 'they' ? well they'r 'they' they'r unnam easili substitut forc serv whatev terror hero horror movi try avoid thei exist hush line like they'r back ! they'r out ! they'r come ! 
1	peralta captur lumin interview amazingli evoc film three decad ago essenc dogtown experi 
-1	synthesi clich absurd seem posit decad it cinemat flash empti 
1	pick me up swung me around drop me back my seat more emot forc ani other recent film 
-1	unintellig poorli act brain-slappingli bad harvard man ludicr enough could becom cult classic 
-1	not so much farcic sour 
-1	i take infantil humor but sort infantil make you wonder about chang director writer' diaper 
1	new gui doe have heart now if onli had brain 
1	about schmidt undoubtedli on finest film year if you'r not deepli touch movi check your puls 
-1	oedekerk wrote patch adam he should not forgiven why he given free reign over project -- he wrote direct star produc -- beyond me 
1	far more success if consider less ambiti last year' kubrick-meets-spielberg exercis 
1	heat moment prevail cook conduct low smoki invit sizzl 
-1	end all you do admir ensembl player wonder what point 
-1	human natur goofbal movi wai malkovich but tri too hard 
-1	tell stori larg untold bui choos produc someth ultim suspici familiar 
1	sleek arti 
-1	movi fail live up sum it part 
-1	it juxtaposit overwrought existenti stomach-churn gore will have you forev verg either crack up throw up 
-1	what might'v exhilar explor odd love triangl becom sprawl uncoordin vector 
1	it' charm often affect journei 
-1	[w]hile long amiabl monkei worthi environment jane goodall' wild chimpanze short thrill overs medium demand 
1	journei secret' eventu discoveri separ adventur thrill enough 
-1	product valu up us cgi digit ink-and-paint make thing look realli slick voic fine well problem most these thing script 
1	visual imagin themat instruct thoroughli delight take us roller-coast ride innoc experi without even hint typic kiddie-flick sentiment 
1	heartwarm here reli less forc air petter n�ss' delic clever direct wonder imagin script axel hellsteniu 
-1	[it's] prison soccer movi star charismat tough gui vinni jone but had too much spit me enjoi 
-1	movie' blatant deriv on reason it' so lacklust 
1	underworld urban angst deriv martin scorsese' taxi driver goodfella but film speak itself 
-1	famili togeth take back seat inter-famili rivalri workplac ambition&#133 ; whole subplot have no explan even plot relev 
-1	truth truth about charli get increasingli tiresom 
-1	peopl make fun me like showgirls</> 
1	it adult theme famili separ societ betray head shoulder abov much director' previou popcorn work 
1	entertain british hybrid comedi caper thrill quirki romanc 
1	rip-roar comedi action fest that'll put hair your chest 
1	beauti angri sad curiou sick poetri if marqui de sade had gone pastel landscap 
1	those who aren't put off film' auster will find more capabl reward them 
1	it' sharp movi about otherwis dull subject 
1	fluid motion astound ani number level -- includ physic demand made b�ttner -- impli it wake intract irrevers flow histori 
-1	well-shot but badli written tale set futur ravag dragon 
1	'a fresh-fac big-heart frequent funni thrill ride kiddi enough ey candi cheeki wit keep parent awai concess stand '
-1	there' enough melodrama magnolia primavera make pta proud yet director muccino' charact less worthi puccini thei daytim televis 
-1	not undisput worst box movi ever but it' certainli not champion - big loser audienc 
-1	without ballast tank k-19 sink harrison ford low 
1	though few will argu rank best herzog' work invinc show he' back form astoundingli rich film 
-1	under-rehears lifeless
-1	if i could have look my futur saw how bad movi i would go back choos skip fortun you still have option 
1	 trashi littl bit fluff stuf enjoy perform bewild sens self-import
-1	follow thing not all entertain : bad sound lack climax worst all watch seinfeld ( who also on film' produc ) do everyth he look like good gui 
-1	lower your expect more you'll enjoi 
1	grip sear portrait lost soul try find her wai through life 
1	[howard] so good leon barlow he hardli seem act 
1	work pretti contagi fun 
-1	adult will wish movi less simplist obviou clumsili plot shallowli character but what adult do theater all ? 
1	best comedi concert movi i'v seen sinc cho' previou concert comedi film i'm on i want 2000 
-1	slapstick labor bigger setpiec flat 
1	touch gener light enough perform most part credibl 
1	mayb thoma wolf right : you can't go home again 
1	offer unusu opportun observ inequ death penalti not just inher immor but also haphazard administr public mispercept how whole thing work 
-1	kitschi flashi overlong soap opera 
-1	present noth special until final act noth overtli disagre 
1	onc downward spiral come pass auto focu bear out your typic junki opera 
1	most part steven glide through some solid perform witti dialogu 
-1	plot noth but boilerpl clich� start finish script assum not onli would subtleti lost target audienc but it' also too stupid realiz they'v alreadi seen exact same movi hundr time
-1	 unlik uninterest unfunni complet utterli inept 
-1	it' badli act blandli direct could have script someon who just graduat elementari school 
-1	disappoint comparison other recent war movies�or ani other john woo flick matter 
1	mr tsai veri origin artist hi medium what time ? should seen veri least it spasm absurdist humor 
-1	even after 90 minut plai opposit each other bullock grant still look ill eas share same scene what should have painless time-kil becom instead grate endur test 
-1	restrain ribisi convinc italian though if ever movi need on actor' whini jag pump up ha among rare on 
-1	dubiou product college-spawn ( colgat u ) comedi ensembl known broken lizard plai like mix cheech chong chip 
-1	rare ha sex screen so aggress anti-erot 
1	funni also heartwarm without stoop gooey 
-1	movi desper miscalcul give poor dana carvei noth do realli funni then expect us laugh becaus he act so goofi all time 
1	on best movi year 
-1	there' too much forc drama wildli uneven movi about young man' battl hi inescap past uncertain futur veri shapabl but larg unfulfil present 
1	i walk awai new version e t just i hope i would -- moist ey 
-1	bad but certainli not without merit entertain 
1	i'd ly if i said my ribcag didn't ach end kung pow 
1	special kind movi melanchol film noir remind me lot memento 
-1	messi uncouth incomprehens viciou absurd 
1	believ so fervent human feel almost anachronist too cute half but arriv particularli dark moment histori offer flicker remind ti bind us 
1	children mai not understand everyth happen -- i'm not sure even miyazaki himself doe -- but thei will almost certainli fascin undoubtedli delight 
1	 enjoy frothi 'date movie' 
1	giddi whimsic relev todai 270 year ago 
-1	film direct walli wolodarski script joe jarvi greg coolidg these name rememb order avoid them futur 
-1	it' not too fast not too slow it' not too raci it' not too offens it' not too much anyth 
-1	your stomach heaven depend larg your appetit can corn 
-1	you'd hard put find movi charact more unattract odor [than leon] 
-1	not onli doe movi fail make us part it realiti fail most basic relev test well 
1	grace kind social textur realism would foreign american teen comedi 
-1	louiso let movi dawdl classic disaffected-indie-film mode brother hoffman' script stumbl over late-in twist just doesn't make sens 
1	second chapter harri potter seri even more magic first simpli best famili film year 
1	it' dark but ha wonderfulli funni moment ; you care about charact ; action special effect first-rat 
1	windtalk celebr human spirit pack emot wallop 
1	what dumb fun curious adolesc movi 
-1	take realli long slow dreari time dope out what tuck everlast about so here : it' about famili sour immort 
1	same song second vers coulda better but coulda wors 
1	overal fabric hypnot mr mattei foster moment spontan intimaci 
-1	godard us hi charact -- if that' not too glorifi term -- art thing mouthpiec visual motif blank 
1	on those rare film come onc while flawless amount act direct stori pace 
-1	bravo reveal true intent her film carefulli select interview subject who will construct portrait castro so predominantli charit onli seen propaganda 
-1	thing realli get weird though not particularli scari : movi all portent no content 
1	what save deepli affect film be mere collect wrench case corcuera' attent detail 
1	ambiti unsettl psychodrama take full chill advantag it rough-around-the-edg low-budget constraint 
-1	humor forc heavy-hand occasion simpli unpleas 
-1	it' long wai orwell' dark intellig warn cry [1984] empti stud knockabout equilibrium what onc convict now affect 
1	unflinchingli bleak desper
-1	tuxedo miscalcul badli forc star plai second fiddl dull effect allow suit come life 
1	despit it hawaiian set science-fict trim some moment rowdi slapstick basic plot lilo could have pull tear-stain vintag shirlei templ script 
1	extraordinari film not least becaus japanes yet feel univers 
-1	overproduc piec dreck shockingli bad absolut unnecessari hmmm�might i suggest wayward wooden on end all stuf himself electr pencil sharpen ? 
1	if you'r right b-movi frame mind mai just scare pant off you 
-1	children adult enamor all thing pokemon won't disappoint 
-1	deadeningli dull mire convolut melodrama nonsens jargon stiff-upper-lip labori 
1	sharp live funni ultim sober film 
1	witti dialog between realist charact show honest emot it' touch tender prove even sorrow you find humor like blend shade lipstick these compon combin on terrif stori lot laugh 
-1	how much you move emot tumult [fran�oi mich�le's] relationship depend lot how interest likabl you find them 
-1	swim mediocr stick it head up breath fresh air now then 
1	far heaven dazzl conceptu feat but more it' work enthral drama 
-1	twist end movi on most emot reson but twist get irrit kind materi where filmmak should veri care about rais eyebrow 
-1	it' movi end truckzilla cryin' out loud if doesn't clue you something' horribl wrong noth will 
1	impecc studi pervers 
-1	it' difficult imagin process produc such script but here' guess sprai chees underarm nois plai crucial role 
1	chill it object portrait dreari lost twenty-first centuri america 
-1	credit must given harland william michael rosenbaum barri watson who inject far more good-natur spirit talent project deserv
1	not onli special effect narr flow much improv daniel radcliff more emotion assert time around harri but film conjur magic author j k rowling' book 
-1	it well thorn vinegar ( simpl human ) ha long plunder similar work featur insight punch pictur so conspicu lack 
1	it understand often funni wai tell stori whose restat valid chang composit nation 
1	road movi give you emot whiplash you'll glad you went along ride 
1	expect no major discoveri nor ani stylish sizzl but film sit squar convict touch good sens experi it women 
-1	ungainli movi ill-fit it elbow stick out where knee should 
-1	self-awar movi go who cleti tout ? clever enough though thin write prove it undo 
-1	if you'r realli rent you'r not interest discret your entertain choic you'r interest ann gedd john grisham thoma kincaid 
-1	manipul claptrap period-piec movie-of-the-week plain old blarnei take your pick all three descript suit evelyn besot obviou drama tell us noth new 
-1	doe noth new old stori except show fisticuff sort stop-go slow motion make gang rumbl look like they'r be stream over 28k modem 
-1	not-so-divin secret ya-ya sisterhood hefti help re-fri green tomato 
-1	film never rise abov convent two dimens tale
-1	result so tame even slightli wised-up kid would quickli chang channel 
1	funni film 
-1	vast major more casual filmgoer will probabl talki bore 
1	[a] strong piec work 
1	audrei tatou ha knack pick role magnifi her outrag charm liter french comedi she' morning-glori exuber she am�li 
1	film' strike end on realiz we have long wai go befor we fulli understand all sexual permut involv 
1	other more attun anarchist maxim 'the urg destroi also creativ urge' more will see their own ey will find morrison' iconoclast us technolog liber 
-1	subject swing still seem ripe documentari -- just not on 
-1	listless desultori affair 
1	seasid splendor shallow beauti peopl nice look while you wait stori get go 
1	ladi duke eric rohmer' econom antidot bloat costum drama
-1	end isn't much 
-1	 just big mess movi full imag event but no tension surpris 
1	nonchalantli freaki uncommonli pleasur warm water mai well year' best most unpredict comedi 
1	marvel journei childhood ideal adolesc self-absorpt 
-1	show jacki chan get older that' someth i would rather live denial about
1	neither parker nor donovan typic romant lead but thei bring fresh quirki charm formula 
-1	hit miss far comedi goe big ole' miss wai stori 
-1	sinc lee sentimentalist film more worship your random e ! true hollywood stori 
-1	[it's] difficult get beyond overal bland american chai despit it likabl perform refreshingli naiv point view 
1	i couldn't recommend film more 
1	small gem belgium 
1	jae-eun jeong' take care my cat bring beguil fresh coming-of-ag stori such buoyant express flow imag emerg anoth kei contribut flower south korean cinema 
-1	uplift larg bogu stori 
1	oscar wilde' masterpiec import be earnest mai best plai 19th centuri it' so good it relentless polish wit withstand not onli inept school product but even oliv parker' movi adapt 
1	psycholog thriller smart script obsessive-compulsive' attent detail 
-1	'it' pain watch witherspoon' talent wast awai insid unnecessari film like legal blond sweet home abomin i mean alabama '
-1	puzzl experi 
1	iron specul democraci cultur unaccustom 
-1	i never thought i'd sai but i'd much rather watch teen poke their genit fruit pi ! 
-1	not movi but live-act agitprop cartoon so shameless coars it' almost funni 
-1	onc overli old-fashion it sudsi plot heavy-hand it effort modern encomia divers toler 
1	poignant compel stori about relationship food love take us bumpi but satisfi journei heart 
-1	all turn out neither funni nor provoc - onli dull 
-1	comedi that' not veri funni action movi not veri thrill ( uneasi allianc ) 
-1	[davis] want caus hi audienc epiphani yet he refus give us real situat charact 
-1	'[hopkins]doesn't so much phone hi perform fax no even that' too commit he get hi secretari fax 
-1	both crime stori love stori unusu but thei don't fit well togeth neither well told 
-1	mix veloc idioci ruinou remak lack brawn -- brain -- 1970 origin 
1	hashiguchi vividli captur wai young japanes live now chafe against their culture' manic mix millenni brusqu undi tradit politess 
-1	two lead almost good enough camouflag dopei plot but so much naturalist small talk deliv almost muffl exchang eventu ha lull effect 
1	hearten tale small victori endur hope 
-1	diss bond movi quit like call dog stupid but ha temer run over two hour you feel like wind up kick 
-1	first sight blind man direct film hilari but film goe joke wear thin 
1	it' fairli self-awar it dumb 
1	result someth quit fresh delight 
1	intox experi 
1	unsettl memor cinemat experi doe it predecessor proud 
1	it' all about anakin lustrou polish visual rich color creativ cours special effect 
1	famuyiwa' featur deal it subject matter tast intellig manner rather forc us endur everi plot contriv clich�-riddl genr offer 
-1	limp along squirm-induc fish-out-of-wat formula goe nowher goe veri veri slowli 
1	second come harri potter film far superior it predecessor movi successfulli crush best sell novel timefram mandat you avoid godzilla size soda 
1	function both reveal look collabor process time tongue-in-cheek profil corpor circu record industri current climat merger downsiz 
1	he' scariest gui you'll see all summer 
1	subtl strength ell never lose touch realiti grim situat 
-1	everyth superfici forc new jersei lowbrow accent uma had 
-1	dian lane shine unfaith almost everyth els wan 
-1	what puzzl me lack emphasi music britnei spears' first movi 
1	it worst movi pretti divert ; piti rare achiev it best 
1	it' about issu most adult have face marriag i think that' what i like about -- real issu tuck between silli crude storylin 
1	entertain mix period drama flat-out farc should pleas histori fan 
1	direct stori disjoint flaw have laid squar taylor' doorstep but actor make worth peek 
-1	ponder medit love feel significantli longer it rel scant 97 minut 
1	take simpl premis carri unexpect height 
1	murder maid mai well most comprehens these film also strike closest truth 
1	beauti paean time long past 
-1	sustain it dreamlik glide through success cheesi coincid voluptu cheap effect not least rebecca romijn-stamo 
-1	it' lazi movi avoid solv on problem try distract us solut anoth 
-1	collaps after 30 minut slap-happi seri adolesc violenc 
-1	beyond hand mildli amus line just isn't much laugh 
1	perhap best sport movi i'v ever seen 
1	janic eileen walsh engag wide-ei actress whose teeth littl too big her mouth infus movi much it slender glint charm 
1	it rag cheap unassum wai movi work 
1	simpl poignant leaven humor it' film affirm nourish aspect love companionship 
-1	no such thing break no new ground tread old turf like hippopotamu ballerina 
-1	episod ii-- attack clone technolog exercis lack juic delight 
-1	everyth off 
-1	ani film doesn't even pass mention polit prison poverti boat load peopl who try escap countri less documentari more propaganda wai valentin seal kiss 
1	soderbergh skim fat 1972 film what' left rich stew long 
-1	heavy-hand exercis time-vault literari pretens 
1	lan yu time too restrain yet moment captur erot intimaci wai make most american love stori look downright unfre 
-1	film clearli mean preach exclus convert 
-1	richard pryor mine hi person horror came up treasur chest materi but lawrenc give us mostli fool' gold 
1	turn touch raucous amus uncomfort ye even sexi never again welcom heartwarm addit romant comedi genr 
1	worthwhil wai spend two hour 
1	delici trimmings�arr earli stai late fill nearli everi minute�with lightheart glow some impud snicker gloriou dose humankind' liber abil triumph over scroog two 
-1	it' hard care about film propos epic tragedi plight callow rich boi who forc choos between hi beauti self-satisfi 22-year-old girlfriend equal beauti self-satisfi 18-year-old mistress 
1	santa claus 2 prove itself more streamlin thought out encount origin could ever have hope 
-1	sandra bullock despit downplai her good look carri littl too much ain't- she-cut baggag her lead role troubl determin homicid cop quit pull off heavi stuff 
1	same sort good-natur fun found film like tremor eight leg freak prime escapist fare 
-1	such fine idea film such stultifi lifeless execut 
1	format get us best captur dizzi height achiev motocross bmx rider whose ballet hotdog occasion end bone-crush screwup 
-1	whole film ha sneaki feel � if director try dupe viewer take all veri import simpli becaus movi ugli look not hollywood product 
1	bui accomplish actress big juici role 
-1	unless you come film skateboard under your arm you'r go feel like you weren't invit parti 
1	quirki drama touch heart funnybon thank energet alwai surpris perform rachel griffith 
1	deceivingli simpl film on grow power retrospect 
-1	it' decent glimps time period outcast no longer access but doesn't necessarili shed more light it subject popular predecessor 
-1	i onli imagin on thing wors kevin spacei try irish accent that' sultri linda fiorentino do same thing 
-1	it' too interest jerk off all it byzantin incarn bother pleasur it audienc 
-1	though pretend expos life male hustler it' exploit without be insight 
1	famili fare 
-1	what begin seemingli brainless bubbl romant comedi becom cliche-drench melodrama mid-film film' end feminist action fantasi 
1	despit it flaw secretari stai your head make you question your own firmli held posit 
-1	wordi wisp comedi 
-1	sade achiev near-imposs : turn marqui de sade dullard 
1	long-rang appeal minor report should transcend ani award bag on ag 
1	there' so much look metropoli you hate tear your ey awai imag long enough read subtitl 
-1	it' crap leash--far too polit scale lunat height joe dante' similarli style gremlin 
-1	it' all surfac psychodramat 
-1	turn pretenti fascin ludicr provoc vainglori 
-1	it' so underwritten you can't figur out just where other charact includ ana' father grandfath come down issu ana' futur 
-1	on most highly-prais disappoint i'v had misfortun watch quit some time 
1	qualiti art combin humor intellig script allow filmmak present biblic messag forgiv without ever becom preachi syrupi 
-1	befuddl it character begin seem long two year affair it subject
-1	shrewd but pointless 
1	shamelessli resort pee-rel sight gag might even caus tom green grimac ; still myer' energi silli all eventu prevail
1	brace unblink work serv pain elegi sober cautionari tale 
-1	everyth about bland song color but flat draw complet servic quickli forgett 
-1	[allen's] make piffl long while hollywood end mai hi wai sai piffl all airhead movi busi deserv him right now 
-1	film lose sight it own stori 
1	while local will get kick out spot cleveland site rest world will enjoi fast-pac comedi quirk might make award-win coen brother enviou 
1	wild ride juic enough energi excit least three film 
1	you will like prefer keep watch 
1	allow us hope nolan pois embark major career commerci yet invent filmmak 
-1	clever but not especi compel 
1	darkli funni frequent insight 
1	while it' noth we haven't seen befor murphi i spy still fun enjoy so aggress silli it' more worthwhil effort 
1	roman coppola mai never becom filmmak hi dad but heck � few filmmak will but base cq i'll certainli keep ey out hi next project 
-1	place slightli believ love triangl difficult-to-swallow set then disappointingli move stori realm improb thriller 
-1	jacquot' render puccini' tale devot double-cross more just film opera hi first stab form jacquot take slightli anarch approach work onli sporad 
1	half submarin flick half ghost stori all on crimin neglect film
1	great summer fun watch arnold hi buddi gerald bounc off quirki cast charact 
-1	theori middle-ag romanc pair clayburgh tambor sound promis but practic it' someth els altogeth -- clownish offens noth all like real life 
-1	film' darker moment becom smooth over overwhelm need tender inspir tide especi last few cloi moment 
-1	sudsi cautionari tale 
-1	 juwanna mann ? no thank wewannour monei back actual 
-1	best wai hope ani chanc enjoi film lower your expect then lower them bit more 
1	all-in-al film enjoy frankli told tale peopl who live among us but not necessarili us 
1	on those rare doc paint grand pictur era make journei feel like parti 
-1	feel haphazard if writer mistakenli thought thei could achiev air frantic spontan simpli toss lot charact do silli stuff stir pot 
-1	doesn't take rocket scientist figur out mormon famili movi sappi preachi on 
-1	hopelessli inan humorless under-inspir 
1	memor experi like mani hi work present weighti issu colorfulli wrap up hi own idiosyncrat strain kitschi goodwil 
-1	basic it' pretti but dumb 
-1	film strictli routin 
1	anoth trumpet blast mai new mexican cinema a-bornin' 
-1	propel not charact but caricatur 
-1	return never land much more p c origin version ( no more racist portrait indian instanc ) but excit miss 
-1	[serry] want blend polit drama admir ambit it' too bad help hand he us stir hi ingredi also heavi on 
1	 best seen specul histori much explor paranoid impuls creativ sequel warren report 
-1	visual sumptuou but intellectu stultifi 
1	tremend piec work 
-1	so we got ten littl indian meet fridai 13th wai clean sober film set carpenter' thing load actor you'r most like find next inevit incarn love boat 
1	one-of-a-kind near-masterpiec 
1	spielberg rare director who doe not want invit viewer gawk applaud hi special effect he just want them part action wallpap hi chosen realiti here thankfulli thei 
1	surprisingli charm even witti match best hollywood' comic-book adapt 
1	superbl act funny/gritti fabl human on woman hand unseen forc fate 
-1	whether quit will prove absorb american audienc debat 
-1	static sugari littl half-hour after-school special about interfaith understand stretch out 90 minut 
-1	what could should have bite droll instead tepid wast time talent 
-1	more whini downer corrusc commentari 
-1	some clever but never melodic/
-1	had film boast clearer more memor creepi would have gotten under skin 
-1	prove love trifl unfortun littl too love it own cute 
1	simmer psycholog drama burst sudden violenc all more startl slow buildup ha preced them 
-1	bogdanich unashamedli pro-serbian make littl attempt give voic other side 
1	although fairli involv far goe film doesn't end up have much fresh sai about grow up cathol realli anyth 
-1	feel like on those contriv only-in -hollywood product where name actor deliv big perform creat sole purpos gener oscar talk 
-1	more maudlin sharp 
1	movi it best doesn't just make most out it characters' flaw but insist virtu imperfect 
-1	there' not enough sustain comedi 
1	saigon 1952 uneasi mix sensual delight simmer violenc quiet american bring us right center world 
-1	everyth els about high crime like militari system justic portrai tiresom regiment 
1	if you'r not pokemon franchis fourth anim movi four year won't convert you -- even keep your ey open but fan should have fun meet brand-new pokemon call celebi 
1	dream cast solid femal talent who build seamless ensembl isn't weak careless perform amongst them 
-1	great subject movi but hollywood ha squander opportun us prop warmed-ov melodrama kind choreograph mayhem director john woo ha built hi career 
1	writer/director mark romanek spotlight underli cast system america it' scath portray 
-1	shock onli reveal filmmaker' bottomless pit self-absorpt 
1	film ha terrif look salma hayek ha feel charact all stage her life 
-1	miser standard slasher genr ha sunk actual pretti good cours more object measur it' still quit bad 
-1	suffer all excess genr 
-1	lot like imaginari sport project onto screen -- loud violent mindless 
1	vividli demonstr director such hollywood blockbust patriot game still turn out small person film emot wallop 
1	not well-written sexi beast not glorious flippant lock stock two smoke barrel but stylish moodi exception well-act 
1	film save aren't-kids-cut sentiment warmth isn't fake state sens composit 
1	uniqu tug-of-war viewer expect undeni if not pleasur it own right 
-1	true it animatron root : stiff ponder charmless mechan apparatu 'the countri bears' should never have brought out hibern 
-1	whole mess boil down transpar hypocrit work feel though it' try set women' liber movement back 20 year 
-1	stale futil scenario 
1	triumph art direct over narr but what art direct ! 
1	poignant move walk rememb inspir love stori captur innoc ideal first encount 
-1	master disguis fall under categori 'should have sketch saturdai night live '
1	rare lightli entertain look behind curtain separ comic peopl laugh crowd 
1	poignant funni 
-1	veri long movi dull stretch entir too much focu meal prepar igloo construct 
-1	not onli doe thoroughli formula film repres total exemplifi middle-of-the-road mainstream also repres glossi hollywood it laziest 
-1	it hint greater intellig lurk somewher ring make it stupid more obviou it' pain 
1	read my lip view treasur it extraordinari intellig origin well it lyric variat game love 
1	remain seen whether statham move beyond crime-land action genr but then again who sai he ha ? 
-1	shallow noisi pretenti 
1	you could sai it' slow time you could sai few charact act wai real peopl wouldn't but on thing you couldn't sai alia betti predict 
-1	so earnest so overwrought so wildli implaus beg parodi 
1	even through it flaw revolut #9 prove compel interestingli told film 
1	poignant lyric run through balzac littl chines seamstress transform stori about love cultur cinemat poem 
1	[moore's] better finger problem find solut but though he onli scratch surfac least he provid strong itch explor more 
-1	given too much time consid loos piec pictur begin resembl shapeless grasp actors' workshop 
1	spite good housekeeping' unsavori charact wwf mental white trash war rose surprisingli engag film 
1	[an] absorb documentari 
1	although olivi assayas' elegantli appoint period drama seem time pad incid wai too-conscienti adapt it three-hour run time plai closer two 
-1	 liotta put imposs spot becaus hi character' decept ultim undo him believ entir scenario too bad 
-1	modest messi metaphys thriller offer more question answer 
-1	heartfelt stori just isn't veri involv on 
1	main stori compel enough but it' difficult shrug off annoy chatti fish 
1	highli person look effect live dysfunction privileg lifestyl end we onli wish we could have spent more time it world 
1	me no lika da accent so good but i thoroughli enjoi love stori scott baio turn some delight work indi project 
-1	littl object could have gone long wai 
1	sad superior human comedi plai out back road life 
1	real charm trifl deadpan comic face it star jean reno who resembl sly stallon hot sake half-sleep 
-1	admir certainli but not much fun watch cain lover onli 
-1	even if gener amus time time i spy ha all same problem major action comedi have 
1	ramsai succe primarili her typic blend unsettl atmospher deliv seri abras styliz sequenc burn themselv upon viewer' memori 
1	showtim fine-look film bounci score clutch live song deft punctuat 
-1	come battl hollywood vs woo look like woo' p o w 
1	what lack origin make up intellig b-grade stylish 
-1	 you forgiven realiz you'v spent past 20 minut look your watch wait frida just die alreadi 
-1	done like much better first time around - call profession 
1	i'm sure mainstream audienc will baffl but those least minim appreci woolf clarissa dallowai hour repres two those well spent 
1	overal it' wacki inspir littl film work effortlessli deliv genuin acerb laugh 
1	on more intellig children' movi hit theater year 
-1	aloof lack ani real raw emot fatal film reli person relationship 
1	candid camera methamphetamin 
-1	boys' spar like success blow dump guei wear down story' more cerebr likabl plot element 
1	black austin power ? i prefer think pooti tang budget sa da tai ! 
-1	stori friendship proce such wai you'r watch soap opera rather chronicl up down accompani lifelong friendship 
-1	credibl sink mire sentiment 
-1	too clever about nine-tenth 
-1	visual excit sci-fi film suffer lacklust screenplai 
-1	mr goyer' loos unaccount direct technic sophist worst wai 
-1	everybodi love david goliath stori on told almost entir david' point view 
-1	strang come off kingdom more mild wild 
-1	madonna ha made herself over so often now there' appar noth left work sort like michael jackson' nose 
-1	yet anoth movi presum high school social group war let alon consciou each other' exist 
1	m�nch' genuin insight make film' occasion overindulg forgiv 
1	it' more enjoy i expect though that' becaus laugh come fairli basic comed construct cinemat pratfal given work over cast spot mood laid back 
-1	all it surfac frenzi high crime should charg loiter -- so much view so littl offer 
-1	talk-heavi film plai like on robert altman' lesser work 
-1	weirdli broomfield ha compel new materi but he doesn't unveil until end after endless scene him wheedl reluct wit point hi camera through smear windshield hi rental car 
1	it' refresh see romanc smart 
-1	what should have cut hollywood satir instead about fresh last week' issu varieti 
-1	it' hard believ these joker suppos have pull off four similar kidnap befor 
-1	it' absolut amaz how first-tim director kevin donovan manag find someth new add canon chan make chan' action sequenc bore 
1	stori move inexor through it seven dai timefram pictur becom increasingli mesmer 
-1	movi noth more tepid exercis trot out formula work five year ago but ha sinc lost it fizz ? 
-1	painfulli unfunni farc traffic tire stereotyp encumb itself complic have no bear stori 
-1	 cheap ludicr attempt seriou horror 
-1	no psycholog here no real narr logic -- just seri carefulli choreograph atroc becom strang imperson abstract 
1	try you might resist if you'v got place your heart smokei robinson movi will worm it wai 
-1	most new movi have bright sheen some like ballist arriv stillborn look like beaten well-worn video box cover seven year futur 
1	huge entertain start finish featur fall grace still leav shockwav will gratifi anyon who ha ever suspect hollywood be overrun corrupt hedonist weasel 
1	relationship shift director robert j siegel allow charact inhabit their world without cleav narr arc 
-1	even hastili amateurishli drawn anim cannot engag 
1	entertain provid good live compani 
1	mark pellington' latest pop thriller kooki overeag spooki subtli love myth 
1	film on year' best 
-1	�it solemn pretens prevent us share aw hold itself 
-1	if it' seldom bore well it' also rare coher 
1	move essai about specter death especi suicid 
1	sear epic treatment nationwid blight seem horrifyingli ever rise 
-1	it screenplai serv auto-critiqu it clumsi it own most damn censur 
1	those modicum patienc will find these characters' foibl timeless uniqu perspect 
1	behind snow game lovabl siberian huski ( plu on sheep dog ) pictur host parka-wrap dose heart 
-1	kiddie-ori stinker so bad i even caught gum stuck under my seat try sneak out theater
1	it' talk head documentari but great on 
-1	overal film feel like low-budget tv pilot could not find buyer plai tube 
-1	mistaken-ident pictur so film-cultur referenti final product ghost 
1	beautifulli craft engag filmmak should attract upscal audienc hungri qualiti nostalg twisti yarn will keep them guess 
1	reggio glass put intox show 
1	movi isn't just hilari : it' witti invent too hindsight isn't even all dumb 
-1	not even hanson brother save
-1	wendigo want monster movi art-hous crowd but fall trap pretent almost everi time 
1	offer persuas look defeat but defiant nation flux 
-1	bog down badli we absorb jia' moodi bad-boi behavior he portrai himself one-not perform 
1	steve irwin' method ernest hemmingwai acceler speed volum 
-1	movi succumb be noth more formula chase dark 
-1	fan so-bad-they're-good cinema mai find some fun jumbl mess 
1	fall neatli categori good stupid fun 
-1	littl less extrem past longer exposit sequenc between them fewer gag break tedium 
-1	film never get over it own invest convent arrang term love ag gender race class 
-1	noth more stifl moral tale dress up peekaboo cloth 
1	though film' scenario certainli not earthshak depict fluctuat femal sexual ha two win lead perform charm spare 
-1	movi drag i thought i heard mysteri voic felt myself powerfulli drawn toward light -- light exit sign i have return beyond warn you : movi 90 minut long life too short 
-1	need more impressionist cinematographi exhilar point-of-view shot fewer slow-mot 'grandeur' shot quick-cut edit often detract athletic 
-1	film appar take place fantasi world where peopl hotel hallwai recit poetri voice-ov instead speak each other 
1	subtl poignant pictur good flaw compromis sad 
1	remark it excel storytel it econom compress characteris it profound human it' adventur stori histori lesson all on 
-1	eight leg freak won't join pantheon great monster/sci fiction flick we have come love 
1	it' sweet it' funni wear it heart sleev it gaudi hawaiian shirt thank presenc 'the king ' also rock 
1	foster breath life roll could have otherwis bland run mill 
1	westfeldt juergensen exud chemistri comfort level that' both sauci endear 
1	bravo histori rewritten uncompromis knowledg highest power all power love 
1	mama africa pretti much deliv promis doe give you peek main problem be it' onli peek 
1	max poke provok take expressionist licens hit nerv far art concern it' mission accomplish 
-1	brown' saga like mani befor hi make snappi prose but stumblebum movi 
-1	less heartfelt appeal handicap nice belgian waffl 
1	prai ha realli done hi subject justic 
